players_id,year_id,avg_velocity,spin_rate,pitch_count,strike_rate
anderch01,2018,87.24019719378082,2199.7971179370497,2723,0.25633492471538744
anderch01,2019,88.73717232488183,2234.2833190025794,2531,0.25918609245357566
anderch01,2020,86.59769938650308,2240.9493087557603,751,0.2583222370173103
anderch01,2021,86.48903985507246,2163.9464123524067,1104,0.259963768115942
anderch01,2022,87.08497409326425,2235.4214162348876,579,0.22452504317789293
anderch01,2023,88.32736696613684,2289.108823529412,1486,0.2388963660834455
anderco01,2019,89.01709844559585,2372.937823834197,241,0.25311203319502074
anderdr02,2017,86.58947368421053,2246.2,100,0.36
anderdr02,2018,87.9601809954751,2307.1363636363635,244,0.26639344262295084
anderdr02,2019,86.85,2400.5865384615386,181,0.35359116022099446
anderdr02,2020,87.91443298969072,2251.0,182,0.24175824175824176
anderdr02,2021,87.56859504132231,2201.5509641873277,400,0.2625
andergr01,2023,88.8123745819398,2270.3433835845894,612,0.27450980392156865
anderia01,2020,89.19132321041214,1946.9147540983606,962,0.29625779625779625
anderia01,2021,89.56146283916634,1887.26664040961,2658,0.2780285929270128
anderia01,2022,89.76229426433915,1785.949924887331,2084,0.2538387715930902
anderju01,2018,90.79086584205518,2334.2237903225805,1098,0.29690346083788705
anderju01,2019,89.3115221987315,2263.7434367541764,1015,0.23645320197044334
anderni01,2019,90.8712457337884,2244.4924444444446,1223,0.3409648405560098
anderni01,2020,91.20182232346241,2119.883826879271,480,0.29583333333333334
anderni01,2021,89.25619834710744,2034.3636363636363,138,0.2246376811594203
anderni01,2023,87.55551782682512,2013.2478777589133,637,0.33437990580847726
andersh01,2019,89.70499390986602,2429.504593175853,1659,0.22784810126582278
andersh01,2020,90.71746575342466,2561.582191780822,337,0.29376854599406527
andersh01,2021,89.07982261640798,2648.241685144124,491,0.2484725050916497
andersh01,2022,87.63870967741936,2419.939393939394,141,0.3049645390070922
anderta01,2018,90.25672514619883,2280.285714285714,188,0.28191489361702127
anderta01,2019,90.61777251184833,2228.2238095238095,484,0.24380165289256198
anderta01,2021,89.090625,2187.5,64,0.234375
anderty01,2017,88.1464353312303,2158.1795195954487,1709,0.26974839087185487
anderty01,2018,87.29370103415857,2228.69896519285,3219,0.27275551413482446
anderty01,2019,86.07915129151291,2282.6033210332102,588,0.2602040816326531
anderty01,2020,85.81962809917354,2218.585848074922,968,0.2892561983471074
anderty01,2021,86.26950354609929,2232.403265885694,2857,0.26601330066503326
anderty01,2022,85.65311463324733,2154.067821599705,2739,0.27856882073749545
